Broad ID	DrugBank ID
BRD-K68453341	DB05936
BRD-K15691453	DB06346
BRD-K00004689	DB15120
BRD-K00004614	DB15440
BRD-K00004711	DB12542
BRD-K00739965	DB13538
BRD-K00003187	DB11918
BRD-K62736196	DB00629
BRD-K67644125	DB02857
BRD-K01980392	DB08848
BRD-K33818169	DB03791
BRD-K65840970	DB12237
BRD-K13238168	DB00793
BRD-K74057164	DB13387
BRD-K00005353	DB00739
BRD-K73753850	DB06261
BRD-K70007857	DB14981
BRD-K74319597	DB14070
BRD-K00003389	DB12162
BRD-K50406511	DB14061
BRD-K82103381	DB01275
BRD-K99199077	DB14540
BRD-K00025601	DB14545
BRD-K65866076	DB15300
BRD-A99117172	DB01611
BRD-K44932450	DB14570
BRD-K62186992	DB14753
BRD-K44009692	DB11789
BRD-K29673530	DB13014
BRD-K00003408	DB12101
BRD-K14063023	DB14966
BRD-K63772874	DB06196
BRD-K00003415	DB08741
BRD-K76634210	DB00249
BRD-K55822903	DB12509
BRD-K76609936	DB11421
BRD-K23200955	DB01598
BRD-K74057757	DB06169
BRD-K80762071	DB09374
BRD-K93255255	DB12827
BRD-K11153516	DB13877
BRD-K79612754	DB04335
BRD-K82800842	DB08949
BRD-K30968378	DB05990
BRD-K43860855	DB06704
BRD-K75855670	DB09115
BRD-K75868704	DB08947
BRD-K98250023	DB09133
BRD-K84892605	DB12959
BRD-K79124250	DB09313
BRD-K66896231	DB13668
BRD-K93618743	DB13618
BRD-K74759733	DB13540
BRD-A94055480	DB07888
BRD-K29173907	DB14640
BRD-K37851352	DB11207
BRD-K13409143	DB13966
BRD-K73991644	DB12665
BRD-K47178855	DB09401
BRD-K64881305	DB06188
BRD-K95412502	DB06157
BRD-K77987496	DB15039
BRD-K93073858	DB14568
BRD-K78659596	DB09570
BRD-K00004699	DB13957
BRD-K00003209	DB12744
BRD-K70330032	DB15173
BRD-K00004575	DB15358
BRD-K00004600	DB15672
BRD-K08327065	DB01172
BRD-K29113274	DB05667
BRD-K61339991	DB13010
BRD-K65667145	DB11336
BRD-K00005245	DB13123
BRD-K29968218	DB06137
BRD-K25125382	DB00160
BRD-K06665116	DB00174
BRD-K00795468	DB00151
BRD-A25800195	DB02153
BRD-K99679910	DB00138
BRD-K62309135	DB00142
BRD-K83896451	DB00130
BRD-A12454076	DB08847
BRD-K20497775	DB02070
BRD-K12853841	DB00149
BRD-K86016185	DB00123
BRD-K06502269	DB00134
BRD-K01666412	DB00172
BRD-K92404805	DB02999
BRD-K04843140	DB12444
BRD-K75508643	DB00156
BRD-K40787673	DB12942
BRD-K77258318	DB00581
BRD-K02992638	DB00709
BRD-K00003387	DB14814
BRD-K00003462	DB14801
BRD-K00003469	DB05645
BRD-K48894757	DB11629
BRD-K36574127	DB14723
BRD-K10207760	DB11423
BRD-K00003178	DB11732
BRD-K05446112	DB09027
BRD-K00003269	DB12857
BRD-K03289534	DB11649
BRD-A27376179	DB06469
BRD-K94288301	DB12070
BRD-K45300898	DB00007
BRD-K00005329	DB09237
BRD-K27184429	DB06282
BRD-K34730807	DB01235
BRD-K01826479	DB01137
BRD-K62751771	DB13153
BRD-K00003132	DB14779
BRD-K00003504	DB15048
BRD-K62996583	DB13766
BRD-K00003275	DB14773
BRD-K60265345	DB11611
BRD-K49384696	DB01627
BRD-K08973992	DB14104
BRD-K59332007	DB13806
BRD-K89152108	DB00279
BRD-A05334458	DB12406
BRD-K59391348	DB06666
BRD-K08532119	DB14918
BRD-K66937583	DB06794
BRD-K82147103	DB13411
BRD-K62858456	DB14065
BRD-K66036108	DB12769
BRD-K99451608	DB01601
BRD-K28935038	DB00447
BRD-K00003137	DB12776
BRD-K39983086	DB14596
BRD-K00004675	DB15362
BRD-K00003300	DB12748
BRD-K71058253	DB08933
BRD-K00003211	DB12674
BRD-K93228461	DB13125
BRD-K16742848	DB00137
BRD-K05236810	DB15584
BRD-K34313798	DB06354
BRD-K04993719	DB12906
BRD-K37083340	DB11231
BRD-K39707084	DB12474
BRD-K94948151	DB14129
BRD-K16343284	DB14821
BRD-K00003328	DB15532
BRD-A91448670	DB02280
BRD-K57365211	DB06796
BRD-K30374899	DB00742
BRD-K71926323	DB11426
BRD-K59524082	DB06234
BRD-K76594255	DB11427
BRD-K71035033	DB11526
BRD-K00003497	DB14921
BRD-K00003237	DB12875
BRD-K47318833	DB06272
BRD-K92758126	DB07814
BRD-K29713308	DB13808
BRD-A20119038	DB00657
BRD-K25075681	DB06455
BRD-K10314788	DB13758
BRD-K94072573	DB14078
BRD-K18749874	DB13313
BRD-K87827419	DB01042
BRD-K75864342	DB12148
BRD-A11662333	DB13733
BRD-K18207669	DB09383
BRD-K69726595	DB12045
BRD-K01612348	DB00760
BRD-K49954789	DB09110
BRD-K28580965	DB11256
BRD-K76812510	DB04817
BRD-K47323024	DB04819
BRD-K30114692	DB06799
BRD-K34388247	DB01603
BRD-K34591242	DB11495
BRD-A39189014	DB00723
BRD-K79277568	DB06328
BRD-K10132944	DB13882
BRD-K10103010	DB09543
BRD-K00003518	DB13181
BRD-K48578705	DB00968
BRD-K78321730	DB14212
BRD-K24452555	DB14643
BRD-K00003673	DB14644
BRD-K11900042	DB13644
BRD-K58265391	DB13284
BRD-K83766205	DB00765
BRD-K99241550	DB09346
BRD-A19661776	DB06148
BRD-K40407248	DB01141
BRD-K18552138	DB13274
BRD-K00003406	DB15257
BRD-K67642028	DB01055
BRD-K89337853	DB06548
BRD-K00003434	DB13087
BRD-K82967685	DB11792
BRD-K00003484	DB11825
BRD-K59670716	DB00305
BRD-K91405252	DB05939
BRD-K18850819	DB12852
BRD-K00003304	DB15028
BRD-K00003194	DB12897
BRD-K73877023	DB14935
BRD-K43410529	DB15266
BRD-K01291782	DB15642
BRD-K60640630	DB14512
BRD-K55375480	DB11430
BRD-K00004695	DB14219
BRD-K38938675	DB09285
BRD-K88786763	DB13597
BRD-K99616396	DB05575
BRD-K12742203	DB12251
BRD-K00003660	DB11431
BRD-K66615216	DB00218
BRD-K81144366	DB09205
BRD-K57416838	DB13993
BRD-K15262564	DB00410
BRD-A24857382	DB11102
BRD-K64191834	DB14200
BRD-K82236108	DB11278
BRD-K52732207	DB12521
BRD-K97360717	DB14202
BRD-K74141488	DB00735
BRD-K89272869	DB13471
BRD-K47886988	DB00779
BRD-K68407436	DB06230
BRD-K64114733	DB12036
BRD-K90563805	DB00826
BRD-K00004647	DB12716
BRD-K00003466	DB12555
BRD-K00003505	DB15031
BRD-K79989959	DB07238
BRD-K00003604	DB00955
BRD-K11256763	DB13441
BRD-K76600340	DB04145
BRD-K47407372	DB13407
BRD-K68188368	DB13855
BRD-K91544578	DB13655
BRD-K00003331	DB13068
BRD-K79145628	DB12172
BRD-K53123955	DB13661
BRD-K56707426	DB11437
BRD-K96471533	DB00507
BRD-K47887731	DB11438
BRD-K01109406	DB08307
BRD-K76927775	DB00698
BRD-K79092138	DB00336
BRD-K84011460	DB13546
BRD-K79424231	DB13921
BRD-K83699324	DB15110
BRD-K36636143	DB12912
BRD-K27351809	DB13981
BRD-K05907307	DB11324
BRD-K88625236	DB06804
BRD-K07625016	DB14678
BRD-A00758722	DB09371
BRD-K11196887	DB01059
BRD-K89237706	DB06174
BRD-K85307935	DB01051
BRD-K75506300	DB05695
BRD-K48692744	DB02690
BRD-K36998189	DB14026
BRD-K33588785	DB13750
BRD-K00003399	DB06229
BRD-K92524032	DB15644
BRD-K92581468	DB06529
BRD-K04568635	DB12624
BRD-A14240607	DB13251
BRD-K92303087	DB12375
BRD-K00003164	DB05779
BRD-K18895904	DB00334
BRD-K02113016	DB09074
BRD-K98006098	DB12843
BRD-K00004611	DB12642
BRD-K11072003	DB09296
BRD-K00003267	DB12882
BRD-K31139048	DB08887
BRD-K58529924	DB14844
BRD-K00003197	DB15227
BRD-K00004708	DB15353
BRD-K66192203	DB11632
BRD-K43786866	DB12930
BRD-K91438851	DB11991
BRD-K63001556	DB11443
BRD-K00003704	DB04911
BRD-K00004639	DB13310
BRD-K93767137	DB02600
BRD-K00003210	DB11837
BRD-K85337334	DB13500
BRD-K43471985	DB15189
BRD-K65230684	DB13363
BRD-K96786677	DB00713
BRD-K66019333	DB13670
BRD-K17977438	DB04822
BRD-K56940463	DB12532
BRD-K56104152	DB00239
BRD-K42596464	DB13216
BRD-K73394555	DB13627
BRD-K31468676	DB03209
BRD-K73027814	DB13398
BRD-A14208071	DB00219
BRD-K31841515	DB05262
BRD-K00003184	DB12924
BRD-K92991072	DB13048
BRD-K00003493	DB14977
BRD-K68805147	DB06532
BRD-K12047401	DB05668
BRD-K91356052	DB04257
BRD-K68095457	DB14043
BRD-K00003461	DB14769
BRD-K68764924	DB11190
BRD-K29392254	DB01783
BRD-K00003371	DB13118
BRD-K40992116	DB13154
BRD-K89920762	DB09297
BRD-K36524108	DB01421
BRD-K00004594	DB14867
BRD-K98548675	DB13063
BRD-K00003170	DB11692
BRD-K66412701	DB11774
BRD-K00003391	DB15447
BRD-K00004615	DB05565
BRD-K00003213	DB13000
BRD-K55034111	DB00487
BRD-K08799216	DB05524
BRD-K00003251	DB15212
BRD-K32842773	DB00642
BRD-K47780086	DB00299
BRD-K15409150	DB13791
BRD-K01825697	DB00859
BRD-K43966364	DB00417
BRD-K40621224	DB14007
BRD-K57718010	DB13415
BRD-K00519864	DB06614
BRD-K92988025	DB05791
BRD-A13323580	DB15289
BRD-K92731339	DB00790
BRD-K00768353	DB14213
BRD-K61691541	DB12005
BRD-K50031829	DB11953
BRD-K27755542	DB15009
BRD-K00004635	DB12675
BRD-K00003145	DB14856
BRD-K00002423	DB12096
BRD-K00003097	DB14885
BRD-K02554563	DB14870
BRD-K00004644	DB15221
BRD-K00004638	DB12269
BRD-K00003279	DB11683
BRD-K00004712	DB12106
BRD-K00003311	DB14768
BRD-K00003296	DB15143
BRD-K47084954	DB14924
BRD-K00004598	DB15105
BRD-K00004633	DB11645
BRD-K03063480	DB12611
BRD-K79892937	DB13212
BRD-K59597909	DB11447
BRD-A67799922	DB00925
BRD-K22009844	DB13354
BRD-K73157543	DB06807
BRD-K44091963	DB11071
BRD-K02729857	DB11115
BRD-K42371134	DB02192
BRD-K00405906	DB12944
BRD-K64659768	DB13248
BRD-K05048137	DB14119
BRD-K62374002	DB14846
BRD-K67277431	DB13327
BRD-K44442813	DB11364
BRD-K49456274	DB11772
BRD-K00003280	DB14943
BRD-K88090157	DB13292
BRD-K00003127	DB14974
BRD-K87873585	DB12969
BRD-K08999871	DB13823
BRD-K86873305	DB00319
BRD-K27382019	DB13941
BRD-K76452401	DB09350
BRD-K15656090	DB00236
BRD-K19456237	DB09210
BRD-K22261391	DB08012
BRD-K37682401	DB13744
BRD-K21673112	DB11642
BRD-K32791151	DB01604
BRD-K27625831	DB05105
BRD-K99498722	DB05992
BRD-A20781140	DB00135
BRD-K35798650	DB06811
BRD-K58497451	DB02362
BRD-K00003119	DB15550
BRD-K84281997	DB00733
BRD-K21123171	DB13247
BRD-K46523383	DB09345
BRD-A78391468	DB14633
BRD-K00003654	DB14631
BRD-K45906612	DB12165
BRD-K17565903	DB13642
BRD-K00003473	DB11947
BRD-K87316765	DB06832
BRD-K00003122	DB05100
BRD-K01662324	DB06649
BRD-K25204779	DB11844
BRD-K13032584	DB01168
BRD-K92413528	DB12224
BRD-K28183345	DB01131
BRD-A46335897	DB01069
BRD-K56276053	DB13255
BRD-K59273480	DB06479
BRD-K76867903	DB09348
BRD-K18250272	DB09342
BRD-A10070317	DB00571
BRD-A19232309	DB02159
BRD-K60783397	DB14177
BRD-K06520168	DB13524
BRD-K54339150	DB13649
BRD-K00005354	DB13307
BRD-K97863768	DB12667
BRD-K25835157	DB15499
BRD-K00003192	DB12211
BRD-K89048337	DB12290
BRD-K20672254	DB11156
BRD-K96669468	DB11673
BRD-K36116267	DB13331
BRD-K82181219	DB13084
BRD-K73132780	DB12975
BRD-K00003463	DB14993
BRD-K42317111	DB14217
BRD-K51885093	DB01796
BRD-K00004710	DB06518
BRD-K86687746	DB12382
BRD-K01826765	DB13762
BRD-K00003169	DB13939
BRD-K84683831	DB12339
BRD-K00005328	DB12260
BRD-K00004716	DB12323
BRD-K93123848	DB05984
BRD-K00003227	DB12462
BRD-K05658747	DB06817
BRD-K08151102	DB00293
BRD-K89348303	DB00178
BRD-K85046107	DB09290
BRD-K02206208	DB11801
BRD-K86309810	DB15281
BRD-K03503561	DB06440
BRD-K85751432	DB06309
BRD-K96720755	DB13929
BRD-K63018010	DB12377
BRD-K00003216	DB11853
BRD-K00004584	DB14869
BRD-K61567297	DB05943
BRD-K76210423	DB06530
BRD-K00003123	DB12914
BRD-K85603128	DB15480
BRD-K00003118	DB14898
BRD-K33082088	DB01256
BRD-K00003198	DB11855
BRD-K13178532	DB14793
BRD-K49313711	DB14704
BRD-K74227494	DB14727
BRD-K77897005	DB15308
BRD-K00004676	DB05119
BRD-K00004645	DB12861
BRD-K00005241	DB14840
BRD-K00003506	DB15305
BRD-K00003471	DB12063
BRD-K00003149	DB12721
BRD-K82804538	DB15254
BRD-K26169680	DB06538
BRD-K00003358	DB15078
BRD-K00003175	DB09291
BRD-K00003283	DB13080
BRD-K03384561	DB11366
BRD-K33623053	DB11182
BRD-K36163066	DB14214
BRD-K00003494	DB13012
BRD-K49841478	DB00817
BRD-K22685337	DB11458
BRD-K30159788	DB15197
BRD-K85285268	DB11479
BRD-K79821389	DB06159
BRD-K27677357	DB11829
BRD-K62374253	DB13772
BRD-K00003475	DB12149
BRD-K63123526	DB02216
BRD-K59527975	DB04370
BRD-K00003252	DB14127
BRD-K81130846	DB08797
BRD-K23414042	DB11544
BRD-K00005247	DB15246
BRD-K00003214	DB06365
BRD-K36859431	DB00360
BRD-K08525451	DB11491
BRD-K51263939	DB12519
BRD-K24201553	DB13988
BRD-K00003485	DB14822
BRD-K40797222	DB15446
BRD-K76365178	DB14059
BRD-K00003093	DB07943
BRD-K74227499	DB12697
BRD-K91733562	DB12179
BRD-K00003150	DB14583
BRD-K00003284	DB12390
BRD-K00003549	DB11459
BRD-K74664543	DB11142
BRD-K00003228	DB12706
BRD-K00003441	DB14896
BRD-K00003274	DB14916
BRD-K21295289	DB06280
BRD-K28456624	DB04258
BRD-K38580127	DB08839
BRD-K19477839	DB06314
BRD-K79759585	DB00203
BRD-K68379918	DB05245
BRD-K00003334	DB09142
BRD-K51333959	DB06555
BRD-A68997559	DB12604
BRD-K79402892	DB14038
BRD-K00003238	DB15036
BRD-K34798115	DB12659
BRD-K00003173	DB11965
BRD-K71512533	DB06134
BRD-K00003174	DB12677
BRD-K58262380	DB13315
BRD-K93201765	DB13180
BRD-K77251551	DB09268
BRD-K00026984	DB08934
BRD-K00004608	DB12355
BRD-K00004707	DB14754
BRD-K66035042	DB01638
BRD-A33168282	DB00489
BRD-K07612980	DB01208
BRD-K00003253	DB12548
BRD-K86872788	DB06727
BRD-K11905747	DB00919
BRD-K00003215	DB06461
BRD-K00004684	DB12223
BRD-K41783120	DB05611
BRD-K93880783	DB00649
BRD-K07166362	DB01082
BRD-K32730239	DB15624
BRD-K45238818	DB00139
BRD-K01950558	DB13580
BRD-K00004582	DB06494
BRD-K44133266	DB09324
BRD-K72384124	DB13671
BRD-K12539416	DB13416
BRD-K59983611	DB09355
BRD-K21520694	DB00634
BRD-K32021043	DB11461
BRD-K32273377	DB00359
BRD-K55250441	DB01299
BRD-K50859149	DB00263
BRD-K45086103	DB13726
BRD-K93524252	DB01581
BRD-K87492696	DB06821
BRD-K11640013	DB01582
BRD-K31682896	DB00576
BRD-K28494619	DB01015
BRD-K00938507	DB13773
BRD-K17205817	DB00664
BRD-K19742012	DB08798
BRD-K76845197	DB11463
BRD-K41406082	DB00891
BRD-K71133585	DB11464
BRD-K14705039	DB06147
BRD-K00003125	DB15106
BRD-K52416806	DB13283
BRD-K84810336	DB14033
BRD-K38602774	DB11185
BRD-K00004713	DB15284
BRD-K71125014	DB06150
BRD-K00004694	DB12127
BRD-K30485548	DB06477
BRD-K86670086	DB11905
BRD-K78815826	DB13232
BRD-K00003402	DB15033
BRD-K73237276	DB13689
BRD-K57155378	DB14774
BRD-K00003376	DB15013
BRD-K37419961	DB06182
BRD-K95142244	DB11760
BRD-K00004651	DB12287
BRD-K00003498	DB06083
BRD-K35169477	DB06624
BRD-K22227508	DB11815
BRD-K09353376	DB06240
BRD-K36474365	DB09459
BRD-K42495768	DB11941
BRD-K51474575	DB01956
BRD-K98765504	DB12473
BRD-K76713213	DB09041
BRD-K00003254	DB12441
BRD-K14312455	DB01606
BRD-K00003308	DB12895
BRD-K48195801	DB06457
BRD-K24312986	DB12020
BRD-K59436580	DB14569
BRD-K89121095	DB09042
BRD-K88743730	DB01079
BRD-K26701552	DB11852
BRD-K84564571	DB15393
BRD-K15976406	DB01265
BRD-K94559059	DB12095
BRD-K51805276	DB12231
BRD-K00005242	DB15151
BRD-K00003263	DB15295
BRD-K00003201	DB11761
BRD-K15891719	DB14126
BRD-K89714990	DB11466
BRD-K86204871	DB00251
BRD-A89207210	DB13399
BRD-A36978621	DB02031
BRD-K36889451	DB14178
BRD-K08078237	DB14066
BRD-K97101532	DB11712
BRD-K64785675	DB05552
BRD-K52579889	DB14989
BRD-K20958582	DB06091
BRD-K79711234	DB08621
BRD-A84481105	DB00679
BRD-K29254801	DB13245
BRD-K13387373	DB09552
BRD-K88405679	DB11235
BRD-K77695569	DB00730
BRD-K29229654	DB01607
BRD-K89125793	DB00911
BRD-K84313779	DB13001
BRD-K41876534	DB13343
BRD-K00004627	DB12435
BRD-K11973162	DB09343
BRD-K75250001	DB13635
BRD-K92968657	DB04858
BRD-K51087630	DB12209
BRD-K49659468	DB11822
BRD-K05619559	DB00684
BRD-K50133271	DB09216
BRD-K44273375	DB00525
BRD-K82687598	DB13429
BRD-K00003361	DB15219
BRD-K36970462	DB06578
BRD-K30480208	DB00214
BRD-K26420709	DB13916
BRD-K84034737	DB15187
BRD-K00003313	DB05109
BRD-K00004698	DB13122
BRD-K00003222	DB12580
BRD-K82234479	DB06527
BRD-K26222048	DB04746
BRD-K00003217	DB05974
BRD-K36407194	DB15323
BRD-K20902145	DB11678
BRD-K37543758	DB13311
BRD-K71879491	DB00755
BRD-K38969488	DB12709
BRD-K24790130	DB12176
BRD-K46435528	DB13323
BRD-K00004666	DB14636
BRD-K25029121	DB11155
BRD-K00003412	DB15442
BRD-K54790157	DB04571
BRD-K00003124	DB06333
BRD-K83502127	DB05633
BRD-K73529671	DB13124
BRD-K35626314	DB14881
BRD-K83776863	DB00150
BRD-K95216408	DB06334
BRD-K36040345	DB11720
BRD-K64414150	DB08803
BRD-K19189338	DB11117
BRD-K00003286	DB15091
BRD-K00003218	DB13052
BRD-K10180294	DB00791
BRD-K24297741	DB04827
BRD-K18323388	DB09144
BRD-K00003383	DB15464
BRD-K45245728	DB08834
BRD-K68185022	DB15588
BRD-K00003306	DB12107
BRD-K00003407	DB12255
BRD-K46435977	DB00577
BRD-K00003233	DB11915
BRD-K54698528	DB04165
BRD-K32804101	DB06657
BRD-K91065602	DB00512
BRD-K33510429	DB15589
BRD-K00003445	DB11929
BRD-K13926615	DB00862
BRD-K00003235	DB12170
BRD-K00003133	DB11613
BRD-K38548312	DB07495
BRD-K36201510	DB12996
BRD-K47929404	DB15250
BRD-K00004674	DB12207
BRD-K00004612	DB12440
BRD-K00003234	DB15456
BRD-K00003229	DB12285
BRD-K42673188	DB05585
BRD-K00003180	DB12512
BRD-K84748119	DB06652
BRD-K40227168	DB13793
BRD-K12251893	DB00541
BRD-K04269837	DB00361
BRD-K56565215	DB06625
BRD-K00003141	DB11706
BRD-K00003472	DB11693
BRD-K53963539	DB09068
BRD-K00004725	DB15157
BRD-K43639297	DB14975
BRD-K09877029	DB15273
BRD-K25991148	DB14055
BRD-K88358234	DB06393
BRD-A59337442	DB13781
BRD-K72815923	DB15357
BRD-K27393415	DB13803
BRD-K00003558	DB12981
BRD-K21565985	DB11477
BRD-K10759144	DB09419
BRD-K85925969	DB00943
BRD-K00003413	DB15035
BRD-K90033078	DB11337
BRD-K31553034	DB06629
BRD-K46914825	DB04832
BRD-K00003431	DB15403
BRD-K67525671	DB12393
BRD-K00003264	DB12817
BRD-K45125084	DB13593
BRD-K35984734	DB12621
BRD-K00003448	DB15490
BRD-K27853494	DB00397
BRD-K00003190	DB12168
BRD-A23124853	DB12130
BRD-K70610771	DB11954
BRD-K83988098	DB12442
BRD-K27352494	DB00681
BRD-K68075732	DB06987
BRD-K74501079	DB00207
BRD-K61295575	DB01944
BRD-K01826567	DB13679
BRD-K69172251	DB00515
BRD-K23586533	DB01190
BRD-K52756523	DB00954
BRD-A29349577	DB12472
BRD-K48935217	DB03010
BRD-K00003319	DB00093
BRD-A86044036	DB05289
BRD-K51956333	DB09333
BRD-K00003705	DB01321
BRD-K09471561	DB01137
BRD-K99879819	DB12130
BRD-A07600638	DB13092
BRD-K01826559	DB00595
BRD-K17518951	DB00859
BRD-K92107055	DB00337
BRD-K67100011	DB01605
BRD-K53484294	DB01220
BRD-A62336573	DB01301
BRD-K00003298	DB11700
BRD-K71772032	DB12604
BRD-K32256160	DB09308
BRD-K81473043	DB05134
BRD-K73451719	DB02638
BRD-K43977121	DB11996
BRD-K38310698	DB13179
